,offsetCorrelationTime,genSolsTime,batchCalcTime,afterRemoveAndDeleteTime,bestSolMatrix,nRemoved,nAdded,meanOverTime,sdOverTime
0,0.0004686999600380659,0.05066250008530915,0.0018924998585134745,0.0006917000282555819,4452.0,4.191659127817462e+175,20.0,6474.48,0.0
1,0.00036329985596239567,0.04458869993686676,0.0018856001552194357,0.0005594000685960054,4288.0,6.013469530620436e-154,20.0,6624.1,775.8727887998136
2,0.000416700029745698,0.047017699806019664,0.0019374999683350325,0.0005942001007497311,4288.0,1.277099181301656e-152,20.0,6360.305,859.7190320098773
3,0.0003779998514801264,0.04257990000769496,0.0018360000103712082,0.0005118001718074083,3928.0,3.6462704534092e-86,20.0,5952.669999999994,973.8948579415544
4,0.00038899993523955345,0.04120499989949167,0.0018080000299960375,0.0005119000561535358,3928.0,1.39804328609584e-76,20.0,5507.550000000002,912.8709283902052
5,0.00040220003575086594,0.03716790000908077,0.0019362999591976404,0.0005940000992268324,3807.0,2.6239583744394513e+179,20.0,5236.979999999995,737.798295267752
6,0.0005172998644411564,0.06363290012814105,0.0020067000295966864,0.0005157999694347382,3807.0,9.862095045321862e-19,20.0,5194.105000000003,694.2612905815788
7,0.000840499997138977,0.045456300023943186,0.0018772000912576914,0.00048010004684329033,3807.0,2.4466839525032236e-154,20.0,5274.6,840.9488718257488
8,0.0004313001409173012,0.03532859985716641,0.001797000179067254,0.0004751000087708235,3732.0,1.1448531755479485e+243,20.0,5179.174999999995,787.9896858462046
9,0.0004702999722212553,0.03405890008434653,0.0017727999947965145,0.0004542998503893614,3732.0,4.370732376124915e-19,20.0,4997.1399999999985,823.2221459757983
10,0.00048150005750358105,0.03391059977002442,0.0017116002272814512,0.00044049997813999653,3732.0,2.472128833922471e-259,20.0,4865.550000000002,789.2089556004793
11,0.0005020999815315008,0.033065499970689416,0.0016887001693248749,0.00042179995216429234,3732.0,5.804304170331326e+180,20.0,4886.399999999998,765.1956236806378
12,0.00044410000555217266,0.033984600100666285,0.0017335000447928905,0.0004336999263614416,3732.0,1.1665413984093958e+214,20.0,4751.599999999996,701.2673313366305
13,0.0004894000012427568,0.0313703001011163,0.0018080000299960375,0.00047209998592734337,3473.0,6.941675398195034e+228,20.0,4741.255,699.1328049805702
14,0.0006132000125944614,0.031187399988994002,0.0017421001102775335,0.0004461000207811594,3473.0,8.903632653657823e+252,20.0,4679.789999999997,632.0218209247206
15,0.0004964999388903379,0.02973569999448955,0.0017198999412357807,0.00042140018194913864,3473.0,7.24755601516726e+221,20.0,4588.554999999995,678.9517745760736
16,0.0005725999362766743,0.029446200001984835,0.0017824999522417784,0.00045439996756613255,3473.0,2.6719597337742545e+92,20.0,4571.409999999997,716.668147000409
17,0.0006756000220775604,0.031256399815902114,0.001702300040051341,0.0004225000739097595,3473.0,5.325385146061245e-306,20.0,4603.6299999999965,738.7717248920668
18,0.0004841000773012638,0.030251699965447187,0.001727099996060133,0.0004453000146895647,3473.0,9.94897869228e-312,20.0,4549.6799999999985,712.9283414902225
19,0.0007950998842716217,0.031496900133788586,0.0017412998713552952,0.0004305001348257065,3473.0,9.951179034583e-312,20.0,4600.664999999998,641.3140907542888
20,0.0005250000394880772,0.02976679988205433,0.0017015000339597464,0.00043180002830922604,3473.0,1.331667847712367e+179,20.0,4505.679999999996,702.1074190072336
21,0.0005836999043822289,0.03035850008018315,0.0017222999595105648,0.00045110005885362625,3473.0,2.4276685794981917e-154,20.0,4478.484999999998,733.1198590953593
22,0.000516899861395359,0.03171949996612966,0.0016980001237243414,0.0004225000739097595,3473.0,8.627347314891375e+183,20.0,4500.914999999997,716.6581630561395
23,0.0005336001049727201,0.03030149987898767,0.0017266999930143356,0.0004256002139300108,3473.0,6.803698058914354e+199,20.0,4435.284999999996,670.714157204841
24,0.0005332999862730503,0.02998739993199706,0.0017788000404834747,0.00042259995825588703,3473.0,6.226516834206415e+228,20.0,4473.129999999999,645.9900596177935
25,0.0005356001202017069,0.029286399949342012,0.0016955998726189137,0.0004002000205218792,3473.0,3.946109834224597e+180,20.0,4391.224999999993,664.1902915580747
26,0.0006295000202953815,0.030377200106158853,0.001740999985486269,0.00040909997187554836,3473.0,1.877254130206163e-09,20.0,4488.619999999996,662.016602227619
27,0.0006722998805344105,0.03090810007415712,0.0017174000386148691,0.0004475000314414501,3431.0,1.8157412333446663e-152,20.0,4507.984999999998,690.4137947636908
28,0.0005671998951584101,0.027886399999260902,0.001690200064331293,0.00040289992466568947,3431.0,6.470495594189082e+170,20.0,4317.819999999993,721.7032318238566
29,0.0007040000054985285,0.026860499987378716,0.0015747998841106892,0.0003713001497089863,3431.0,5.571060683857952e+228,20.0,4205.704999999993,620.5841048560608
30,0.0007030998822301626,0.028237299993634224,0.0016900000628083944,0.00044570001773536205,3388.0,5.981473829412177e-154,20.0,4293.449999999996,642.869739935705
31,0.0006142000202089548,0.029423300176858902,0.0016862999182194471,0.00043729995377361774,3388.0,1.7103450490136295e+185,20.0,4354.724999999997,599.4426452964458
32,0.0006667999550700188,0.02853089990094304,0.0016638000961393118,0.0004062999505549669,3388.0,3.546623801884392e+160,20.0,4191.704999999996,575.8696887100407
33,0.0006881998851895332,0.02975250012241304,0.0017206999473273754,0.0004150001332163811,3388.0,4.350492826594412e-114,20.0,4213.054999999996,653.1943313249126
34,0.0007390999235212803,0.027677000034600496,0.0016765000764280558,0.0003925999626517296,3388.0,9.450181104794909e-76,20.0,4257.294999999996,672.400889034957
35,0.0006685000844299793,0.028743800008669496,0.0016979000065475702,0.00039599998854100704,3388.0,9.725985595571442e-72,20.0,4215.869999999997,651.0615898092896
36,0.0006020001601427794,0.03164539998397231,0.0016702997963875532,0.00039760000072419643,3388.0,8.968641758486828e+130,20.0,4241.874999999995,643.0719472967238
37,0.0006043999455869198,0.027821199968457222,0.0016770001966506243,0.0003986998926848173,3388.0,8.828172832448547e-72,20.0,4202.164999999999,619.4742947653273
38,0.000745199853554368,0.02812990010716021,0.0017140998970717192,0.0003921000752598047,3388.0,5.498887160162572e-95,20.0,4229.479999999994,635.9124222917804
39,0.0006261002272367477,0.02848059986717999,0.0017216000705957413,0.0003996999002993107,3388.0,3.034261772479333e-86,20.0,4236.809999999994,615.712305220547
40,0.0008314000442624092,0.028644199948757887,0.0016514998860657215,0.00040510017424821854,3388.0,6.013470016999068e-154,20.0,4225.839999999997,660.0966939017342
41,0.0008703998755663633,0.028160700108855963,0.0016866999212652445,0.00041220011189579964,3388.0,6.013470016999068e-154,20.0,4192.044999999996,650.9692120215822
42,0.0006534999702125788,0.02694180002436042,0.0017145001329481602,0.00039679999463260174,3388.0,1.8906398066135342e+219,20.0,4213.039999999997,654.5517538170686
43,0.0006939000450074673,0.02765129995532334,0.0016596999485045671,0.00040190014988183975,3388.0,6.967445932337133e+252,20.0,4184.9549999999945,618.4145617625767
44,0.0007027999963611364,0.027693800162523985,0.00169889978133142,0.0003915000706911087,3388.0,9.426685852447143e-119,20.0,4212.044999999998,608.9165797340391
45,0.0006146000232547522,0.027857100125402212,0.0016975000035017729,0.0004120999947190285,3388.0,3.5114661189759954e+151,20.0,4174.169999999996,544.7240463987246
46,0.0007534001488238573,0.02876929985359311,0.0017111999914050102,0.0004159000236541033,3388.0,5.580658489513953e+140,20.0,4231.059999999997,600.6882123864264
47,0.0006321999244391918,0.0279492000117898,0.001697600120678544,0.0004141000099480152,3388.0,7.014137272736629e-09,20.0,4161.239999999995,598.656783808552
48,0.0006413001101464033,0.026243999833241105,0.0015962000470608473,0.00040200003422796726,3388.0,5.1480340774186966e+151,20.0,4093.9649999999924,572.7339865941248
49,0.0011615999974310398,0.03027250012382865,0.0017210999503731728,0.00042550009675323963,3388.0,3.8098501157238224e+180,20.0,4185.064999999998,633.8072978240319
50,0.0006252999883145094,0.02766490005888045,0.0016661998815834522,0.00042079994454979897,3388.0,3.111899814059009e+175,20.0,4154.874999999995,626.7931440874254
51,0.0006142000202089548,0.027082599932327867,0.0016728001646697521,0.0004133000038564205,3388.0,3.6246282347974145e+228,20.0,4162.969999999995,692.9120493432055
52,0.0010438000317662954,0.02726180013269186,0.0016738998237997293,0.0004094000905752182,3388.0,1.033769111715361e-259,20.0,4110.629999999995,588.3250706029783
53,0.0006458000279963017,0.027524400036782026,0.001669800141826272,0.0004190998151898384,3388.0,2.427673812373243e-154,20.0,4191.054999999996,611.1513909008156
54,0.0009745999705046415,0.029591700062155724,0.0016793999820947647,0.000443900004029274,3388.0,1.2608882226536113e+232,20.0,4164.564999999998,627.3111316364469
55,0.0007131998427212238,0.02881310018710792,0.001667599892243743,0.00040140002965927124,3336.0,5.487278167723553e+247,20.0,4181.284999999996,574.3767423695006
56,0.000817200168967247,0.02683759992942214,0.0015134001150727272,0.0003597999457269907,3336.0,6.835460027582028e+25,20.0,4115.819999999995,617.703888465177
57,0.000636399956420064,0.02701429999433458,0.0016836998984217644,0.00041120010428130627,3336.0,4.7483708004617045e+170,20.0,3981.9949999999963,530.9875004178522
58,0.0006925000343471766,0.02799609978683293,0.0017311000265181065,0.0004360000602900982,3336.0,2.000106542916998e+174,20.0,4098.989999999997,626.8794779899887
59,0.0007674000225961208,0.0582806000020355,0.0017383999656885862,0.00044160010293126106,3336.0,4.2695413455137297e+257,20.0,3999.504999999999,572.9712952670487
60,0.0009009998757392168,0.03325780015438795,0.0016604999545961618,0.00039279996417462826,3336.0,4.372056834901983e-153,20.0,4013.5799999999945,572.6946561868726
61,0.0006842999719083309,0.027105800108984113,0.0016878999304026365,0.0004195999354124069,3336.0,3.984721214115739e+252,20.0,4073.9499999999957,606.79103849678
62,0.0006816000677645206,0.02702899998985231,0.001706399954855442,0.00042099994607269764,3336.0,8.801194495115618e+223,20.0,4077.529999999998,606.4176493968491
63,0.0012201000936329365,0.027457799995318055,0.0016437999438494444,0.0004235000815242529,3336.0,6.013470016991619e-154,20.0,4048.8349999999946,593.8867407174533
64,0.0006616001483052969,0.028880300000309944,0.0018621999770402908,0.0005073999054729939,3336.0,2.1133576658829283e+214,20.0,4033.0849999999964,548.9857742009349
65,0.0010293000377714634,0.0331154998857528,0.0017627000343054533,0.0004335001576691866,3336.0,5.285558027542475e+180,20.0,4043.2949999999955,578.869995832398
66,0.0008369998540729284,0.0272367000579834,0.0016922999639064074,0.00040460005402565,3336.0,1.97897836442798e-258,20.0,4122.28,666.6079596171952
67,0.0006522999610751867,0.02760539995506406,0.0016779000870883465,0.0004244998563081026,3336.0,6.013561061197447e-154,20.0,4051.264999999995,600.4715771791367
68,0.0007547000423073769,0.026511000003665686,0.0016618999652564526,0.0004026000387966633,3336.0,6.013470016999068e-154,20.0,3995.4199999999987,606.0836803816775
69,0.0008479999378323555,0.026236499892547727,0.0016385000199079514,0.00038100010715425014,3336.0,2.133727217635628e-81,20.0,3982.949999999996,599.4331475652644
70,0.000786700053140521,0.027212899876758456,0.001702900044620037,0.0004050999414175749,3336.0,5.981525263070042e-154,20.0,4034.6749999999947,660.8466577050992
71,0.0006850000936537981,0.026169499848037958,0.0016454001888632774,0.0003747998271137476,3336.0,6.013470018475119e-154,20.0,3990.934999999996,570.1420598193046
72,0.0008760001510381699,0.027353499783203006,0.001677800202742219,0.0003659999929368496,3336.0,1.2772774107118158e-153,20.0,3982.144999999996,565.429295380952
73,0.000700400210916996,0.02661659987643361,0.0018104000482708216,0.0004191999323666096,3336.0,9.726002866986086e-72,20.0,4043.164999999996,644.2733644773782
74,0.0007354998961091042,0.027011000085622072,0.0016514998860657215,0.0003915000706911087,3336.0,6.013344343614383e-154,20.0,3973.064999999996,632.7120046079413
75,0.0006562999915331602,0.026369300205260515,0.0016990997828543186,0.0004072000738233328,3336.0,3.2876793996232084e-85,20.0,4026.594999999997,598.0056369926629
76,0.000745600089430809,0.02721860003657639,0.0016650999896228313,0.000386199913918972,3336.0,2.3498987132640726e+214,20.0,3945.774999999997,549.2797163331263
77,0.0007550001610070467,0.02844100003130734,0.0029595999512821436,0.0005840000230818987,3336.0,3.1118998140590015e+175,20.0,3962.649999999997,606.9106137850945
78,0.0007730000652372837,0.025645500048995018,0.0015172997955232859,0.0003714000340551138,3336.0,1.7951513434331628e+232,20.0,3979.5149999999976,575.6525410349547
79,0.0008809000719338655,0.027389700058847666,0.0016673998907208443,0.00035310001112520695,3336.0,3.917046929337077e-27,20.0,4046.3499999999963,628.2194558631569
80,0.0006983999628573656,0.02663190010935068,0.0017307999078184366,0.0004390999674797058,3336.0,2.1350576092810516e+161,20.0,4047.694999999998,598.9132332817503
81,0.0007344000041484833,0.025810600025579333,0.0016681000124663115,0.00039980001747608185,3336.0,7.132221327358677e-154,20.0,4002.6049999999973,560.4277893493505
82,0.0007951001171022654,0.02840230008587241,0.0017194999381899834,0.00038790004327893257,3336.0,4.129999470085636e-27,20.0,3969.544999999996,598.0856975175042
83,0.0008308000396937132,0.027254899963736534,0.0016346999909728765,0.00036010006442666054,3336.0,2.427716718111718e-154,20.0,4003.1499999999987,616.4519474581945
84,0.0007481998763978481,0.027070699958130717,0.0016518000047653913,0.000372100155800581,3336.0,7.87705004136524e+276,20.0,3967.6849999999977,583.6204177374192
85,0.0008274998981505632,0.027299900073558092,0.0016886000521481037,0.0003736000508069992,3336.0,2.267248424711747e+161,20.0,4019.8099999999968,572.2649993883954
86,0.000665399944409728,0.02606000006198883,0.0017345999367535114,0.00043400004506111145,3336.0,7.6286320429732e+228,20.0,3962.740000000001,564.6288314459325
87,0.0007670000195503235,0.026619100011885166,0.0016445000655949116,0.00039769988507032394,3336.0,1.0637357658417538e+248,20.0,3926.8849999999975,542.064777309871
88,0.0007499000057578087,0.02787680015899241,0.001704599941149354,0.0004072999581694603,3336.0,8.562325662292996e+194,20.0,3999.089999999997,543.5732369469641
89,0.0007280998397618532,0.025607400108128786,0.0016242999117821455,0.00039439997635781765,3336.0,2.033860096873787e+233,20.0,3950.5849999999978,591.9285411263759
90,0.0009280000813305378,0.02833419991657138,0.0016967998817563057,0.00041600014083087444,3336.0,3.984721009277029e+252,20.0,4005.895,583.340149548272
91,0.0007827000226825476,0.027833000058308244,0.0016828000079840422,0.0004087998531758785,3336.0,2.0472393150788622e+190,20.0,3987.2349999999988,579.6503388897484
92,0.0007193000055849552,0.025327000068500638,0.0016747999470680952,0.0003996999002993107,3336.0,5.981902180980264e-154,20.0,3920.239999999997,529.2068333128359
93,0.0008243001066148281,0.028050599852576852,0.0016636999789625406,0.0004102999810129404,3336.0,1.72977319619671e+156,20.0,3948.839999999998,549.7825155459202
94,0.0007489998824894428,0.02595919999293983,0.001765300054103136,0.00042639998719096184,3336.0,1.4321056107064788e+161,20.0,3942.489999999998,552.071990233158
95,0.0007939999923110008,0.026666699908673763,0.0017013000324368477,0.00038049998693168163,3336.0,9.135964247693912e+242,20.0,4029.8249999999966,661.6399448340466
96,0.000946299871429801,0.026520200073719025,0.0016622000839561224,0.00035079987719655037,3336.0,3.1049916403604965e+169,20.0,3875.2099999999987,533.5106035731612
97,0.0007754999678581953,0.026631100103259087,0.0017093999776989222,0.00038819992914795876,3336.0,2.0338602006303477e+233,20.0,3915.2249999999967,567.0067676844782
98,0.0008990999776870012,0.027353700017556548,0.0016706997994333506,0.00034140003845095634,3336.0,3.984721145877142e+252,20.0,3967.5399999999954,575.7363351613305
99,0.0007623001001775265,0.025852799881249666,0.0017081999685615301,0.00036230008117854595,3336.0,9.771349795417175e-153,20.0,3900.7199999999953,608.9174771674724
100,0.0007952000014483929,0.026705200085416436,0.0016616000793874264,0.0003464999608695507,3336.0,1.272764041962799e+232,20.0,3944.884999999996,586.1717828418563
101,0.0007505000103265047,0.0261697000823915,0.0016878999304026365,0.0003939999733120203,3336.0,1.2169663241920649e-152,20.0,3980.5249999999965,594.3901740229229
102,0.0007990000303834677,0.025765900034457445,0.0017544999718666077,0.0003347999881953001,3336.0,6.251502052395438e-85,20.0,3916.229999999997,545.6892926611255
103,0.0009643000084906816,0.02744370000436902,0.0016787999775260687,0.00034410017542541027,3336.0,1.4866366188996013e+248,20.0,3931.6199999999963,516.970702941666
104,0.0008100999984890223,0.025869199773296714,0.0016047002281993628,0.0003256998024880886,3336.0,3.520544091115967e+257,20.0,3915.0499999999975,599.5578223991406
105,0.0010212999768555164,0.027597200125455856,0.0016499999910593033,0.0003709997981786728,3336.0,1.1756737171032281e+214,20.0,3970.089999999998,535.8757724510415
106,0.0008461000397801399,0.027462299913167953,0.0016590000595897436,0.00033900002017617226,3336.0,2.199930330389777e-152,20.0,3987.854999999996,590.3378771517208
107,0.0007927999831736088,0.02614389988593757,0.0016417000442743301,0.00034689996391534805,3336.0,1.693762026954144e+190,20.0,3903.3549999999964,550.5388896118052
108,0.0008396999910473824,0.027253400068730116,0.0016637998633086681,0.000350800110027194,3336.0,7.649343089440113e+228,20.0,3931.014999999996,558.4456467508727
109,0.0008417998906224966,0.0267193999607116,0.0016290000639855862,0.00034060003235936165,3336.0,1.1231930011995369e+219,20.0,3920.209999999996,565.5304093724756
110,0.0008384999819099903,0.02630330016836524,0.0015734999906271696,0.000332399969920516,3336.0,7.219079720814133e+159,20.0,3867.5549999999953,562.6132650409154
111,0.0007549000438302755,0.025806999998167157,0.0016073000151664019,0.0003486000932753086,3336.0,1.8155136559559336e-152,20.0,3948.8049999999976,605.4729386809956
112,0.0009860999416559935,0.02756819990463555,0.001658800058066845,0.0003458999563008547,3336.0,6.47287593364961e+170,20.0,3986.189999999997,605.1968127188047
113,0.0008533999789506197,0.026974899927154183,0.0016252999193966389,0.00035060010850429535,3336.0,5.981810937078514e-154,20.0,3947.529999999996,561.5809066376808
114,0.0008595001418143511,0.03989679994992912,0.003025100100785494,0.0006072998512536287,3336.0,1.0218813681113537e-152,20.0,3879.1449999999973,542.5467189099936
115,0.000960199860855937,0.03542990004643798,0.0017240999732166529,0.0003752999473363161,3336.0,2.1394586560498185e+161,20.0,3895.854999999998,546.2656936647221
116,0.001559399999678135,0.0274554998613894,0.0016531001310795546,0.0003559999167919159,3336.0,2.069993279722384e+161,20.0,3879.579999999995,586.3437722232583
117,0.0008242998737841845,0.025862500071525574,0.0016143000684678555,0.00034829997457563877,3336.0,6.01346952609089e-154,20.0,3896.119999999994,594.362025368378
118,0.0008279001340270042,0.027452300069853663,0.0016537997871637344,0.00036310008727014065,3336.0,1.013282672357896e+242,20.0,3951.444999999997,612.2194970760085
119,0.0008107000030577183,0.026511000003665686,0.001772299874573946,0.00036700000055134296,3336.0,5.774968219594424e-114,20.0,4013.339999999999,616.5086093681098
120,0.000863000052049756,0.027428200002759695,0.0016441999468952417,0.0003474999684840441,3336.0,6.04506754822703e-153,20.0,3997.2249999999985,612.180796497244
121,0.0008058999665081501,0.02701990003697574,0.001676799962297082,0.0003667001146823168,3336.0,4.2695413460373085e+257,20.0,3892.949999999997,602.6923121502379
122,0.0008507000748068094,0.026149899931624532,0.0017204000614583492,0.0003350998740643263,3336.0,5.285558023557399e+180,20.0,3856.3949999999973,533.0395360571292
123,0.0012395000085234642,0.027854399988427758,0.0016894000582396984,0.0003753998316824436,3336.0,1.815513655955947e-152,20.0,3969.8849999999975,604.1063332518545
124,0.001223500119522214,0.027431000024080276,0.001662899972870946,0.00035149999894201756,3336.0,7.500098894465988e+247,20.0,3980.259999999997,609.3634572445251
125,0.0008214002009481192,0.02914579981006682,0.00176470004953444,0.00036319997161626816,3336.0,5.473039321250215e-96,20.0,4062.4049999999993,599.6566450895053
126,0.0008329001720994711,0.026934399968013167,0.0017309999093413353,0.0003804001025855541,3336.0,3.034261772479333e-86,20.0,3991.664999999998,664.7679898844407
127,0.0010909000411629677,0.027359799947589636,0.0016505001112818718,0.00035779993049800396,3336.0,6.013470016999068e-154,20.0,3919.6299999999965,612.6040110258829
