,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,inf,0.008836524300441575,0.36818851251840895,0.7920110192837466,0.9690721649484536,0.9941434846266473,0.5169366715758466,0.0,0.229749631811488,0.033057851239669596,0.03221083455344096,0.6141384388807067,0.0,0.008836524300441575
1,0.008836524300441575,inf,0.03779527559055138,0.6790633608815432,0.9650455927051667,0.7818448023426068,0.7968503937007884,0.009448818897637531,0.03264094955489638,0.0,0.06002928257686652,0.20629921259842476,0.16377952755905495,0.0
2,0.36818851251840895,0.03779527559055138,inf,0.0,0.5060790273556229,0.5651537335285503,0.44773175542406324,0.4685185185185183,0.7299703264094957,0.698347107438017,0.7144948755490479,0.406995230524642,0.8954635108481265,0.0
3,0.7920110192837466,0.6790633608815432,0.0,inf,0.0,0.1515151515151511,0.39944903581267255,0.5812672176308548,0.9283746556473839,1.0,0.9352617079889811,0.11019283746556495,0.5358126721763087,0.033057851239669596
4,0.9690721649484536,0.9650455927051667,0.5060790273556229,0.0,inf,0.0,0.16717325227963473,0.5851063829787234,0.9347181008902072,0.8884297520661159,0.6471449487554902,0.03343465045592731,0.5440729483282671,0.46960486322188416
5,0.9941434846266473,0.7818448023426068,0.5651537335285503,0.1515151515151511,0.0,inf,0.03221083455344096,0.4860907759882872,0.8257686676427526,0.4228650137741052,1.0,0.0,0.40849194729136207,0.11713030746705728
6,0.5169366715758466,0.7968503937007884,0.44773175542406324,0.39944903581267255,0.16717325227963473,0.03221083455344096,inf,0.6351851851851854,0.5178041543026707,0.5550964187327825,0.40849194729136207,0.0,0.0,0.25889328063241024
7,0.0,0.009448818897637531,0.4685185185185183,0.5812672176308548,0.5851063829787234,0.4860907759882872,0.6351851851851854,inf,0.0,0.008264462809917125,0.035139092240117305,0.8585055643879167,0.04074074074074108,0.19259259259259237
8,0.229749631811488,0.03264094955489638,0.7299703264094957,0.9283746556473839,0.9347181008902072,0.8257686676427526,0.5178041543026707,0.0,inf,0.008264462809917125,0.0,0.933234421364985,0.3115727002967357,0.3115727002967357
9,0.033057851239669596,0.0,0.698347107438017,1.0,0.8884297520661159,0.4228650137741052,0.5550964187327825,0.008264462809917125,0.008264462809917125,inf,0.0,0.6887052341597801,0.45592286501377477,0.4710743801652898
10,0.03221083455344096,0.06002928257686652,0.7144948755490479,0.9352617079889811,0.6471449487554902,1.0,0.40849194729136207,0.035139092240117305,0.0,0.0,inf,0.7013177159590047,0.008784773060029035,0.21669106881405534
11,0.6141384388807067,0.20629921259842476,0.406995230524642,0.11019283746556495,0.03343465045592731,0.0,0.0,0.8585055643879167,0.933234421364985,0.6887052341597801,0.7013177159590047,inf,0.4006359300476946,0.24483306836248003
12,0.0,0.16377952755905495,0.8954635108481265,0.5358126721763087,0.5440729483282671,0.40849194729136207,0.0,0.04074074074074108,0.3115727002967357,0.45592286501377477,0.008784773060029035,0.4006359300476946,inf,0.35903083700440586
13,0.008836524300441575,0.0,0.0,0.033057851239669596,0.46960486322188416,0.11713030746705728,0.25889328063241024,0.19259259259259237,0.3115727002967357,0.4710743801652898,0.21669106881405534,0.24483306836248003,0.35903083700440586,inf
